"NCBI.ID","nuSSU","nuLSU","AbdA","Wg","LR","COI","EF1aF1","EF1aF2","ArgK","CAD","Top1","Ubx","Taxon","Genus","Tribe","Subfamily","Family"
"561538",NA,NA,NA,"FJ161875","FJ161823","FJ161720",NA,NA,NA,NA,NA,NA,"Linepithema dispertitum","Linepithema",NA,"Dolichoderinae","Formicidae"
"561539",NA,NA,NA,"FJ161880","FJ161828","FJ161725",NA,NA,NA,NA,NA,NA,"Linepithema gallardoi","Linepithema",NA,"Dolichoderinae","Formicidae"
"83485","EF012875","EF013003","AY525327","FJ161882","FJ161830","FJ161727","EF013277","EF013439","FJ939872","FJ939926",NA,NA,"Linepithema humile","Linepithema",NA,"Dolichoderinae","Formicidae"
"561540",NA,NA,NA,"FJ161888","FJ161836","FJ161733",NA,NA,NA,NA,NA,NA,"Linepithema iniquum","Linepithema",NA,"Dolichoderinae","Formicidae"
"369155","FJ939768","FJ939800","DQ352962","FJ161890","FJ161838","DQ353324","FJ940068","FJ939971","FJ939873","FJ939927",NA,NA,"Linepithema keiteli","Linepithema",NA,"Dolichoderinae","Formicidae"
"561541",NA,NA,NA,"FJ161897","FJ161845","FJ161742",NA,NA,NA,NA,NA,NA,"Linepithema micans","Linepithema",NA,"Dolichoderinae","Formicidae"
"561542",NA,NA,NA,"FJ161900","FJ161848","FJ161745",NA,NA,NA,NA,NA,NA,"Linepithema neotropicum","Linepithema",NA,"Dolichoderinae","Formicidae"
"561543",NA,NA,NA,"FJ161901","FJ161849","FJ161746",NA,NA,NA,NA,NA,NA,"Linepithema oblongum","Linepithema",NA,"Dolichoderinae","Formicidae"
"561544",NA,NA,NA,"FJ161904","FJ161853","FJ161750",NA,NA,NA,NA,NA,NA,"Linepithema piliferum","Linepithema",NA,"Dolichoderinae","Formicidae"
"561545",NA,NA,NA,"FJ161906","FJ161854","FJ161751",NA,NA,NA,NA,NA,NA,"Linepithema pulex","Linepithema",NA,"Dolichoderinae","Formicidae"
"561546",NA,NA,NA,"FJ161909","FJ161857","FJ161754",NA,NA,NA,NA,NA,NA,"Linepithema tsachila","Linepithema",NA,"Dolichoderinae","Formicidae"
"411758","EF012876","EF013004","EF013132","EF013712","EF013584",NA,"EF013278","EF013440","FJ939874","FJ939928",NA,NA,"Liometopum apiculatum","Liometopum",NA,"Dolichoderinae","Formicidae"
"369156","DQ353503","DQ353590","DQ352946","DQ353072","DQ353165","DQ353394",NA,NA,NA,NA,NA,NA,"Liometopum luctuosum","Liometopum",NA,"Dolichoderinae","Formicidae"
"611171",NA,"KU521373",NA,NA,NA,"KT844624",NA,NA,NA,NA,NA,NA,"Liometopum microcephalum","Liometopum",NA,"Dolichoderinae","Formicidae"
"121509","AY867449","AY867465","AY867481","KR829183","KR829556",NA,"EF013279","EF013441","FJ939875","FJ939929","KR830803","KR830594","Liometopum occidentale","Liometopum",NA,"Dolichoderinae","Formicidae"
"611174",NA,NA,NA,NA,NA,"JQ913603",NA,NA,NA,NA,NA,NA,"Liometopum sinense","Liometopum",NA,"Dolichoderinae","Formicidae"
"611217","FJ939769","FJ939801","FJ939833","FJ940037","FJ940004",NA,"FJ940069","FJ939972","FJ939876","FJ939930",NA,NA,"Loweriella boltoni","Loweriella",NA,"Dolichoderinae","Formicidae"
"613204","FJ939770","FJ939802","FJ939834","FJ940038","FJ940005",NA,"FJ940070","FJ939973","FJ939879","FJ939933",NA,NA,"Nebothriomyrmex majeri","Nebothriomyrmex",NA,"Dolichoderinae","Formicidae"
"255795","DQ353491","DQ353588","DQ352948","DQ353058","DQ353154","DQ353333",NA,NA,NA,NA,NA,NA,"Ochetellus glaber","Ochetellus",NA,"Dolichoderinae","Formicidae"
"369196","EF012905","EF013033","DQ352881","FJ161911","FJ161859","DQ353348","EF013314","EF013476","FJ939882","FJ939936",NA,NA,"Papyrius nitidus","Papyrius",NA,"Dolichoderinae","Formicidae"
"615721","EF012910","EF013038","DQ352875","DQ353068","EF013618","DQ353313","EF013320","EF013482","FJ939883","FJ939937",NA,NA,"Philidris cordata","Philidris",NA,"Dolichoderinae","Formicidae"
"615727",NA,NA,NA,NA,"KX982105","KX982006","KX982095","KX982067",NA,"KX982034",NA,NA,"Philidris myrmecodiae","Philidris",NA,"Dolichoderinae","Formicidae"
"615731",NA,NA,NA,NA,NA,NA,"KX982097","KX982075",NA,"KX982042",NA,NA,"Philidris nagasau","Philidris",NA,"Dolichoderinae","Formicidae"
"708228","FJ939772","FJ939804","FJ939836","KM579310","KM597363",NA,"FJ940072","FJ939975","FJ939884","FJ939938","KM579031",NA,"Ravavy miafina","Ravavy",NA,"Dolichoderinae","Formicidae"
"2005327",NA,NA,NA,NA,NA,"KY426497",NA,NA,NA,NA,NA,NA,"Tapinoma darioi","Tapinoma",NA,"Dolichoderinae","Formicidae"
"219811",NA,NA,NA,NA,NA,"GU388394",NA,NA,NA,NA,NA,NA,"Tapinoma erraticum","Tapinoma",NA,"Dolichoderinae","Formicidae"
"2005328",NA,NA,NA,NA,NA,"KY426517",NA,NA,NA,NA,NA,NA,"Tapinoma ibericum","Tapinoma",NA,"Dolichoderinae","Formicidae"
"628044",NA,NA,NA,NA,NA,"KY426460",NA,NA,NA,NA,NA,NA,"Tapinoma madeirense","Tapinoma",NA,"Dolichoderinae","Formicidae"
"2005329",NA,NA,NA,NA,NA,"KY426578",NA,NA,NA,NA,NA,NA,"Tapinoma magnum","Tapinoma",NA,"Dolichoderinae","Formicidae"
"219810","FJ939774","FJ939806","FJ939838","KM579349","KM597399","KX054892","FJ940074","FJ939977","FJ939887","FJ939941","KM579070",NA,"Tapinoma melanocephalum","Tapinoma",NA,"Dolichoderinae","Formicidae"
"81627",NA,NA,"HE963096","HE963099","HE963102","KY426679",NA,NA,NA,NA,NA,NA,"Tapinoma nigerrimum","Tapinoma",NA,"Dolichoderinae","Formicidae"
"369237","DQ353497","DQ353612","DQ352868","DQ353067","DQ353214","DQ353340",NA,NA,NA,NA,NA,NA,"Tapinoma opacum","Tapinoma",NA,"Dolichoderinae","Formicidae"
"29039","EF012938","EF013066","EF013194","FJ161912","EF013646","FJ161757","EF013353","EF013515","FJ939888","FJ939942",NA,NA,"Tapinoma sessile","Tapinoma",NA,"Dolichoderinae","Formicidae"
"628070",NA,NA,NA,NA,NA,"KY426464",NA,NA,NA,NA,NA,NA,"Tapinoma simrothi","Tapinoma",NA,"Dolichoderinae","Formicidae"
"2005323",NA,NA,NA,NA,NA,"KY426458",NA,NA,NA,NA,NA,NA,"Tapinoma subboreale","Tapinoma",NA,"Dolichoderinae","Formicidae"
"628074",NA,NA,NA,"KM579351","KM597401","GU709723",NA,NA,NA,NA,"KM579072",NA,"Tapinoma subtile","Tapinoma",NA,"Dolichoderinae","Formicidae"
"369240","DQ353496","DQ353667","DQ352979","KM579352","KM597402","EU525233",NA,NA,NA,NA,"KM579073",NA,"Technomyrmex albipes","Technomyrmex",NA,"Dolichoderinae","Formicidae"
"628082",NA,NA,NA,NA,NA,"JQ913599",NA,NA,NA,NA,NA,NA,"Technomyrmex antennus","Technomyrmex",NA,"Dolichoderinae","Formicidae"
"628083","FJ939775","FJ939807","FJ939839","FJ940043","FJ940010",NA,"FJ940075","FJ939978","FJ939889","FJ939943",NA,NA,"Technomyrmex anterops","Technomyrmex",NA,"Dolichoderinae","Formicidae"
"411794","EF012940","EF013068","EF013196","KM579353","KM597403","DQ176116","EF013355","EF013517","FJ939890","FJ939944","KM579074",NA,"Technomyrmex difficilis","Technomyrmex",NA,"Dolichoderinae","Formicidae"
"628099",NA,NA,NA,NA,NA,"DQ176222",NA,NA,NA,NA,NA,NA,"Technomyrmex fisheri","Technomyrmex",NA,"Dolichoderinae","Formicidae"
"628115",NA,NA,NA,"KM579354","KM597404",NA,NA,NA,NA,NA,"KM579075",NA,"Technomyrmex innocens","Technomyrmex",NA,"Dolichoderinae","Formicidae"
"628122",NA,NA,NA,"KM579355","KM597405",NA,NA,NA,NA,NA,"KM579076",NA,"Technomyrmex madecassus","Technomyrmex",NA,"Dolichoderinae","Formicidae"
"628124",NA,NA,NA,"KM579356","KM597406",NA,NA,NA,NA,NA,"KM579077",NA,"Technomyrmex mayri","Technomyrmex",NA,"Dolichoderinae","Formicidae"
"443850",NA,NA,NA,"FJ161913","FJ161861","FJ161758",NA,NA,NA,NA,NA,NA,"Technomyrmex pallipes","Technomyrmex",NA,"Dolichoderinae","Formicidae"
"628164",NA,NA,NA,NA,NA,"KY000670",NA,NA,NA,NA,NA,NA,"Technomyrmex vitiensis","Technomyrmex",NA,"Dolichoderinae","Formicidae"
"628165",NA,NA,NA,NA,NA,NA,NA,NA,"FJ939891","FJ939945",NA,NA,"Technomyrmex voeltzkowi","Technomyrmex",NA,"Dolichoderinae","Formicidae"
"628167",NA,NA,NA,NA,NA,"JQ913602",NA,NA,NA,NA,NA,NA,"Technomyrmex yamanei","Technomyrmex",NA,"Dolichoderinae","Formicidae"
"411729","EF012948","EF013076","EF013204","EF013784","EF013656",NA,"EF013365","EF013527","FJ939893","FJ939946",NA,NA,"Turneria bidentata","Turneria",NA,"Dolichoderinae","Formicidae"
"232189","AY233683","AY233592",NA,"AY233638",NA,"AY233724",NA,NA,NA,NA,NA,NA,"Acanthostichus brevicornis","Acanthostichus",NA,"Dorylinae","Formicidae"
"309835","AY867438","AY867454","AY867470","AY867423","AY867485",NA,"EF013210","EF013372","KJ523293","KJ523372","KJ523637","KJ523554","Acanthostichus kirbyi","Acanthostichus",NA,"Dorylinae","Formicidae"
"602137","KJ523238","KJ523183","KJ523830","KJ523499","KJ523720",NA,"KJ523444","KJ523775","KJ523294","KJ523373","KJ523638","KJ523555","Acanthostichus punctiscapus","Acanthostichus",NA,"Dorylinae","Formicidae"
"232190","AY233684","AY233593",NA,"AY233639",NA,"AY233725",NA,NA,NA,NA,NA,NA,"Acanthostichus quadratus","Acanthostichus",NA,"Dorylinae","Formicidae"
"232116","AY233646","AY233555",NA,"AY233628",NA,"AY233711",NA,NA,NA,NA,NA,NA,"Aenictus aratus","Aenictus",NA,"Dorylinae","Formicidae"
"232114","EF012830","EF012958","EF013086","AY233623","EF013538","AY233710","EF013215","EF013377",NA,NA,NA,NA,"Aenictus ceylonicus","Aenictus",NA,"Dorylinae","Formicidae"
"232112","AY867439","AY867455","AY867471","AY233625","AY867486","AY233709","EF013216","EF013378","KJ523297","KJ523376","KJ523641","KJ523558","Aenictus eugenii","Aenictus",NA,"Dorylinae","Formicidae"
"602285",NA,NA,NA,NA,NA,"MF804542",NA,NA,NA,NA,NA,NA,"Aenictus fergusoni","Aenictus",NA,"Dorylinae","Formicidae"
"232113","AY233643","AY233552",NA,"AY233627",NA,"AY233712",NA,NA,NA,NA,NA,NA,"Aenictus laeviceps","Aenictus",NA,"Dorylinae","Formicidae"
"232119","AY233648","AY233557",NA,"AY233626",NA,NA,NA,NA,NA,NA,NA,NA,"Aenictus rotundatus","Aenictus",NA,"Dorylinae","Formicidae"
"1501942",NA,NA,NA,NA,NA,NA,NA,NA,"KJ523299","KJ523378","KJ523643","KJ523560","Aenictus turneri","Aenictus",NA,"Dorylinae","Formicidae"
"232178","AY233673","AY233582",NA,"AY233634",NA,"AY233714",NA,NA,NA,NA,NA,NA,"Cerapachys brevis","Cerapachys",NA,"Dorylinae","Formicidae"
"606804","KJ523243","KJ523188","KJ523835","KJ523504","KJ523725",NA,"KJ523449","KJ523780","KJ523304","KJ523383","KJ523649","KJ523566","Cerapachys davisi","Cerapachys",NA,"Dorylinae","Formicidae"
"606807","KJ523244","KJ523189","KJ523836","KJ523505","KJ523726",NA,"KJ523450","KJ523781","KJ523305","KJ523384","KJ523650","KJ523567","Cerapachys desposyne","Cerapachys",NA,"Dorylinae","Formicidae"
"606808","KJ523245","KJ523190","KJ523837","KJ523506","KJ523727",NA,"KJ523451","KJ523782","KJ523306","KJ523385","KJ523651","KJ523568","Cerapachys dohertyi","Cerapachys",NA,"Dorylinae","Formicidae"
"606811","KJ523246","KJ523191","KJ523838","KJ523507","KJ523728","JX157199","KJ523452","KJ523783","KJ523307","KJ523386","KJ523652","KJ523569","Cerapachys edentatus","Cerapachys",NA,"Dorylinae","Formicidae"
"606818","KJ523247","KJ523192","KJ523839","KJ523508","KJ523729",NA,"KJ523453","KJ523784","KJ523308","KJ523387","KJ523653","KJ523570","Cerapachys foreli","Cerapachys",NA,"Dorylinae","Formicidae"
"606821","KJ523248","KJ523193","KJ523840","KJ523509","KJ523730",NA,"KJ523454","KJ523785","KJ523309","KJ523388","KJ523654","KJ523571","Cerapachys fragosus","Cerapachys",NA,"Dorylinae","Formicidae"
"606836","KJ523249","KJ523194","KJ523841","KJ523510","KJ523731",NA,"KJ523455","KJ523786","KJ523310","KJ523389","KJ523655","KJ523572","Cerapachys jacobsoni","Cerapachys",NA,"Dorylinae","Formicidae"
"232183","AY233679","AY233588",NA,NA,NA,"AY233718",NA,NA,NA,NA,NA,NA,"Cerapachys kenyensis","Cerapachys",NA,"Dorylinae","Formicidae"
"232180","AY703491","AY703558","AY703692","AY233633","AY703759","AY233715","EF013243","EF013405","KJ523316","KJ523395","KJ523661","KJ523578","Cerapachys larvatus","Cerapachys",NA,"Dorylinae","Formicidae"
"606862","KJ523262","KJ523207","KJ523854","KJ523523","KJ523744",NA,"KJ523468","KJ523799","KJ523324","KJ523403","KJ523669","KJ523586","Cerapachys nkomoensis","Cerapachys",NA,"Dorylinae","Formicidae"
"1501943","KJ523264","KJ523209","KJ523856","KJ523525","KJ523746",NA,"KJ523470","KJ523801","KJ523326","KJ523405","KJ523671","KJ523588","Cerapachys paradoxus","Cerapachys",NA,"Dorylinae","Formicidae"
"232179","AY233674","AY233583",NA,"AY233635",NA,"AY233716",NA,NA,NA,NA,NA,NA,"Cerapachys princeps","Cerapachys",NA,"Dorylinae","Formicidae"
"606883","KJ523266","KJ523211","KJ523858","KJ523527","KJ523748",NA,"KJ523472","KJ523803","KJ523328","KJ523407","KJ523673","KJ523590","Cerapachys sauteri","Cerapachys",NA,"Dorylinae","Formicidae"
"411743","EF012852","EF012980","EF013108","EF013688","EF013560",NA,"EF013244","EF013406","KJ523329","KJ523408","KJ523674","KJ523591","Cerapachys sexspinus","Cerapachys",NA,"Dorylinae","Formicidae"
"606891","KJ523267","KJ523212","KJ523859","KJ523528","KJ523749",NA,"KJ523473","KJ523804","KJ523330","KJ523409","KJ523675","KJ523592","Cerapachys splendens","Cerapachys",NA,"Dorylinae","Formicidae"
"606893",NA,NA,NA,NA,NA,"JQ681090",NA,NA,NA,NA,NA,NA,"Cerapachys sulcinodis","Cerapachys",NA,"Dorylinae","Formicidae"
"606895","KJ523268","KJ523213","KJ523860","KJ523529","KJ523750",NA,"KJ523474","KJ523805","KJ523331","KJ523410","KJ523676","KJ523593","Cerapachys suscitatus","Cerapachys",NA,"Dorylinae","Formicidae"
"606896","KJ523269","KJ523214","KJ523861","KJ523530","KJ523751",NA,"KJ523475","KJ523806","KJ523332","KJ523411","KJ523677","KJ523594","Cerapachys sylvicola","Cerapachys",NA,"Dorylinae","Formicidae"
"606900","KJ523273","KJ523218","KJ523865","KJ523534","KJ523755",NA,"KJ523479","KJ523810","KJ523336","KJ523415","KJ523681","KJ523598","Cerapachys typhlus","Cerapachys",NA,"Dorylinae","Formicidae"
"232177","AY233496","AY233538",NA,"AY233618",NA,"AY233700",NA,NA,NA,NA,NA,NA,"Cheliomyrmex andicola","Cheliomyrmex",NA,"Dorylinae","Formicidae"
"606992",NA,NA,NA,NA,NA,"MF925940",NA,NA,NA,NA,NA,NA,"Cylindromyrmex brasiliensis","Cylindromyrmex",NA,"Dorylinae","Formicidae"
"606998","KJ523274","KJ523219","KJ523866","KJ523535","KJ523756",NA,"KJ523480","KJ523811","KJ523338","KJ523416","KJ523683","KJ523600","Cylindromyrmex meinerti","Cylindromyrmex",NA,"Dorylinae","Formicidae"
"232186","AY867441","AY867457","AY867473","AY233640","AY867488","AY233723","EF013250","EF013412","KJ523339","KJ523417","KJ523684","KJ523601","Cylindromyrmex striatus","Cylindromyrmex",NA,"Dorylinae","Formicidae"
"426400",NA,NA,NA,"EF413884",NA,"EF413846",NA,NA,NA,NA,NA,NA,"Dorylus affinis","Dorylus",NA,"Dorylinae","Formicidae"
"426391",NA,NA,NA,"EF413867",NA,"EF413829",NA,NA,NA,NA,NA,NA,"Dorylus arcens","Dorylus",NA,"Dorylinae","Formicidae"
"426401",NA,NA,NA,NA,NA,"EF413835",NA,NA,NA,NA,NA,NA,"Dorylus braunsi","Dorylus",NA,"Dorylinae","Formicidae"
"426392",NA,NA,NA,"EF413847",NA,"EF413808",NA,NA,NA,NA,NA,NA,"Dorylus burmeisteri","Dorylus",NA,"Dorylinae","Formicidae"
"426389",NA,NA,NA,"EF413860",NA,"EF413820",NA,NA,NA,NA,NA,NA,"Dorylus conradti","Dorylus",NA,"Dorylinae","Formicidae"
"426393",NA,NA,NA,"EF413849",NA,"EF413810",NA,NA,NA,NA,NA,NA,"Dorylus emeryi","Dorylus",NA,"Dorylinae","Formicidae"
"426414",NA,NA,NA,"EF413850",NA,"EF413734",NA,NA,NA,NA,NA,NA,"Dorylus fulvus","Dorylus",NA,"Dorylinae","Formicidae"
"426394",NA,NA,NA,"EF413852",NA,"EF413812",NA,NA,NA,NA,NA,NA,"Dorylus gerstaeckeri","Dorylus",NA,"Dorylinae","Formicidae"
"426402",NA,NA,NA,"EF413857",NA,"EF413817",NA,NA,NA,NA,NA,NA,"Dorylus gribodoi","Dorylus",NA,"Dorylinae","Formicidae"
"232147","AY867442","AY867458","AY867474","AY233629","AY867489","EF413832","EF013255","EF013417","KJ523341","KJ523419","KJ523687","KJ523604","Dorylus helvolus","Dorylus",NA,"Dorylinae","Formicidae"
"426395",NA,NA,NA,"EF413854",NA,"EF413814",NA,NA,NA,NA,NA,NA,"Dorylus kohli","Dorylus",NA,"Dorylinae","Formicidae"
"227073","EF012861","EF012989","EF013117","AY233632","EF013569","AY233707","EF013256","EF013418","KJ523342","KJ523420","KJ523688","KJ523605","Dorylus laevigatus","Dorylus",NA,"Dorylinae","Formicidae"
"426409",NA,NA,NA,"EF413877",NA,"EF413840",NA,NA,NA,NA,NA,NA,"Dorylus laevipodex","Dorylus",NA,"Dorylinae","Formicidae"
"369258","DQ353512","DQ353553","DQ352887","DQ353109","DQ353265","DQ353384",NA,NA,NA,NA,NA,NA,"Dorylus mayri","Dorylus",NA,"Dorylinae","Formicidae"
"271189",NA,NA,NA,"EF413873",NA,"EF413836",NA,NA,NA,NA,NA,NA,"Dorylus molestus","Dorylus",NA,"Dorylinae","Formicidae"
"213861","AY233651","AY233560","AF550678","AY233630",NA,"AY233705",NA,NA,NA,NA,NA,NA,"Dorylus nigricans","Dorylus",NA,"Dorylinae","Formicidae"
"426396","KJ523276","KJ523221","KJ523868","KJ523537","KJ523758","EF413813","KJ523482","KJ523813","KJ523343","KJ523421","KJ523689","KJ523606","Dorylus opacus","Dorylus",NA,"Dorylinae","Formicidae"
"232121","AY233649","AY233558",NA,"AY233631",NA,"AY233706",NA,NA,NA,NA,NA,NA,"Dorylus orientalis","Dorylus",NA,"Dorylinae","Formicidae"
"426397",NA,NA,NA,"EF413871",NA,"EF413833",NA,NA,NA,NA,NA,NA,"Dorylus rubellus","Dorylus",NA,"Dorylinae","Formicidae"
"426403",NA,NA,NA,"EF413864",NA,"EF413826",NA,NA,NA,NA,NA,NA,"Dorylus spininodis","Dorylus",NA,"Dorylinae","Formicidae"
"426399",NA,NA,NA,"EF413880",NA,"EF413842",NA,NA,NA,NA,NA,NA,"Dorylus terrificus","Dorylus",NA,"Dorylinae","Formicidae"
"227074",NA,NA,NA,NA,NA,"AY234108",NA,NA,NA,NA,NA,NA,"Dorylus vishnui","Dorylus",NA,"Dorylinae","Formicidae"
"369259","DQ353511","DQ353595","DQ352880","DQ353108","DQ353264","DQ353393",NA,NA,NA,NA,NA,NA,"Dorylus wilverthi","Dorylus",NA,"Dorylinae","Formicidae"
"213866","AY233667","AY233576","AF550677","AY233615",NA,"AY233695",NA,NA,NA,NA,NA,NA,"Eciton burchellii","Eciton",NA,"Dorylinae","Formicidae"
"232168","AY233664","AY233573",NA,"AY233613",NA,"AY233693",NA,NA,NA,NA,NA,NA,"Eciton dulcium","Eciton",NA,"Dorylinae","Formicidae"
"232169","AY233665","DQ353562","DQ352937","AY233616","DQ353266","DQ353278",NA,NA,NA,NA,NA,NA,"Eciton hamatum","Eciton",NA,"Dorylinae","Formicidae"
"609635",NA,NA,NA,NA,NA,"LC258019",NA,NA,NA,NA,NA,NA,"Eciton lucanoides","Eciton",NA,"Dorylinae","Formicidae"
"232170","AY233666","AY233575",NA,"AY233617",NA,"AY233691",NA,NA,NA,NA,NA,NA,"Eciton mexicanum","Eciton",NA,"Dorylinae","Formicidae"
"609640",NA,NA,NA,NA,NA,"KX983315",NA,NA,NA,NA,NA,NA,"Eciton rapax","Eciton",NA,"Dorylinae","Formicidae"
"232171","EF012863","EF012991","EF013119","AY233614","EF013571","AY233694","EF013258","EF013420","KJ523344","KJ523422","KJ523690","KJ523607","Eciton vagans","Eciton",NA,"Dorylinae","Formicidae"
"232174","AY233669","AY233578",NA,"AY233621",NA,"AY233696",NA,NA,NA,NA,NA,NA,"Labidus coecus","Labidus",NA,"Dorylinae","Formicidae"
"610653","KJ523277","KJ523222","KJ523869","KJ523538","KJ523759","KP455505","KJ523483","KJ523814","KJ523345","KJ523423","KJ523691","KJ523608","Labidus praedator","Labidus",NA,"Dorylinae","Formicidae"
"232173","AY233668","DQ353634","DQ352944","AY233622","DQ353269","DQ353335",NA,NA,NA,NA,NA,NA,"Labidus spininodis","Labidus",NA,"Dorylinae","Formicidae"
"1748496",NA,NA,NA,NA,NA,"KT007966",NA,NA,NA,NA,NA,NA,"Leptanilloides chihuahuaensis","Leptanilloides",NA,"Dorylinae","Formicidae"
"1776029",NA,NA,NA,NA,NA,"KT601697",NA,NA,NA,NA,NA,NA,"Leptanilloides copalinga","Leptanilloides",NA,"Dorylinae","Formicidae"
"1501944","KJ523278","KJ523223","KJ523870","KJ523539","KJ523760",NA,"KJ523484","KJ523815","KJ523347","KJ523424","KJ523693","KJ523610","Leptanilloides femoralis","Leptanilloides",NA,"Dorylinae","Formicidae"
"1501945","KJ523279","KJ523224","KJ523871","KJ523540","KJ523761",NA,"KJ523485","KJ523816","KJ523348","KJ523425","KJ523694","KJ523611","Leptanilloides gracilis","Leptanilloides",NA,"Dorylinae","Formicidae"
"309847","AY867451","AY867467","AY867476","AY867429","AY867498",NA,"EF013271","EF013433","KJ523349","KJ523426","KJ523695","KJ523612","Leptanilloides mckennae","Leptanilloides",NA,"Dorylinae","Formicidae"
"369148","DQ353538","DQ353602","DQ352902","DQ353106","DQ353267",NA,"EF013272","EF013434","KJ523350","KJ523427","KJ523696","KJ523613","Leptanilloides nomada","Leptanilloides",NA,"Dorylinae","Formicidae"
"369149","KJ523280","KJ523225","KJ523872","KJ523541","KJ523762","DQ353302","KJ523486","KJ523817","KJ523351","KJ523428","KJ523697","KJ523614","Leptanilloides nubecula","Leptanilloides",NA,"Dorylinae","Formicidae"
"1775965",NA,NA,NA,"KT750331",NA,"KT601702",NA,NA,NA,NA,NA,NA,"Leptanilloides prometea","Leptanilloides",NA,"Dorylinae","Formicidae"
"232153","AY233660","AY233569",NA,"AY233604",NA,"MF925880",NA,NA,NA,NA,NA,NA,"Neivamyrmex angustinodis","Neivamyrmex",NA,"Dorylinae","Formicidae"
"613228",NA,NA,NA,NA,NA,"KX983288",NA,NA,NA,NA,NA,NA,"Neivamyrmex cristatus","Neivamyrmex",NA,"Dorylinae","Formicidae"
"232155","AY233655","AY233564",NA,"AY233609",NA,"AY233703",NA,NA,NA,NA,NA,NA,"Neivamyrmex gibbatus","Neivamyrmex",NA,"Dorylinae","Formicidae"
"232156","AY233657","AY233566",NA,"AY233607",NA,"AY233702",NA,NA,NA,NA,NA,NA,"Neivamyrmex halidaii","Neivamyrmex",NA,"Dorylinae","Formicidae"
"613261",NA,NA,NA,NA,NA,"KU985548",NA,NA,NA,NA,NA,NA,"Neivamyrmex iridescens","Neivamyrmex",NA,"Dorylinae","Formicidae"
"232157","AY867445","AY867461","DQ352949","AY233612","AY867492","KX983330","EF013302","EF013464","KJ523353","KJ523430","KJ523701","KJ523618","Neivamyrmex nigrescens","Neivamyrmex",NA,"Dorylinae","Formicidae"
"373771",NA,"DQ401003",NA,NA,NA,"KX983280",NA,NA,NA,NA,NA,NA,"Neivamyrmex opacithorax","Neivamyrmex",NA,"Dorylinae","Formicidae"
"219797","AY233658","AY233567",NA,"AY233611",NA,"KC418614",NA,NA,NA,NA,NA,NA,"Neivamyrmex pilosus","Neivamyrmex",NA,"Dorylinae","Formicidae"
"232158","AY233656","AY233565",NA,"AY233610",NA,"AY233704",NA,NA,NA,NA,NA,NA,"Neivamyrmex postcarinatus","Neivamyrmex",NA,"Dorylinae","Formicidae"
"232159","AY233654","AY233563",NA,"AY233608",NA,"AY233701",NA,NA,NA,NA,NA,NA,"Neivamyrmex pseudops","Neivamyrmex",NA,"Dorylinae","Formicidae"
"613304",NA,NA,NA,NA,NA,"MF926006",NA,NA,NA,NA,NA,NA,"Neivamyrmex punctaticeps","Neivamyrmex",NA,"Dorylinae","Formicidae"
"232160","AY233662","AY233571",NA,"AY233606",NA,NA,NA,NA,NA,NA,NA,NA,"Neivamyrmex romandii","Neivamyrmex",NA,"Dorylinae","Formicidae"
"613313",NA,NA,NA,NA,NA,"KC419988",NA,NA,NA,NA,NA,NA,"Neivamyrmex spoliator","Neivamyrmex",NA,"Dorylinae","Formicidae"
"613315",NA,NA,NA,NA,NA,"KX983329",NA,NA,NA,NA,NA,NA,"Neivamyrmex sumichrasti","Neivamyrmex",NA,"Dorylinae","Formicidae"
"613316",NA,"EU367187",NA,"EU367365","EU367305","KX983257",NA,NA,NA,NA,NA,NA,"Neivamyrmex swainsonii","Neivamyrmex",NA,"Dorylinae","Formicidae"
"232162","KJ523282","KJ523227","DQ352927","AY233619","KJ523764","DQ353370","KJ523488","KJ523819","KJ523354","KJ523431","KJ523702","KJ523619","Neocerapachys esenbeckii","Neocerapachys",NA,"Dorylinae","Formicidae"
"232163","AY233671","AY233580",NA,"AY233620",NA,"AY233698",NA,NA,NA,NA,NA,NA,"Neocerapachys hartigii","Neocerapachys",NA,"Dorylinae","Formicidae"
"2015173","KJ523241","KJ523186","KJ523833","KJ523502","KJ523723","JX157201","KJ523447","KJ523778","KJ523302","KJ523381","KJ523647","KJ523564","Ooceraea biroi","Ooceraea",NA,"Dorylinae","Formicidae"
"625055","KJ523283","KJ523228","KJ523875","KJ523544","KJ523765",NA,"KJ523489","KJ523820","KJ523356","KJ523432","KJ523706","KJ523623","Simopone conradti","Simopone",NA,"Dorylinae","Formicidae"
"1674331",NA,NA,NA,"KM579312",NA,NA,NA,NA,NA,NA,"KM579033",NA,"Simopone dignita","Simopone",NA,"Dorylinae","Formicidae"
